375 ops
op@1719   elf= 122 (   8192B)  a3 OUT* 1048576 pre=a86080e1 post=3cafb526 | a4 in 1048576 pre=a32dcc08 | a5 in 536870912 pre=836fd8e4
op@1732   elf= 123 (   5200B)  a3 OUT* 1048576 pre=dad91068 post=ba5e7134 | a4 in 1048576 pre=f83b7e2a | a5 in 536870912 pre=836fd8e4
op@1745   elf= 124 (   8192B)  a3 OUT* 1048576 pre=3cafb526 post=c146ec3b | a4 in 1048576 pre=6fd7038a | a5 in 536870912 pre=836fd8e4
op@1758   elf= 125 (   5200B)  a3 OUT* 1048576 pre=ba5e7134 post=d3ae0160 | a4 in 1048576 pre=8117b88d | a5 in 536870912 pre=836fd8e4
op@1771   elf= 126 (   8192B)  a3 OUT* 1048576 pre=c146ec3b post=c58fd5bb | a4 in 1048576 pre=fc2e706e | a5 in 536870912 pre=836fd8e4
op@1784   elf= 127 (   5200B)  a3 OUT* 1048576 pre=d3ae0160 post=5036428e | a4 in 1048576 pre=5d4d937d | a5 in 536870912 pre=836fd8e4
op@1797   elf= 128 (   8192B)  a3 OUT* 1048576 pre=c58fd5bb post=0855db83 | a4 in 1048576 pre=7fb2b023 | a5 in 536870912 pre=836fd8e4
op@1810   elf= 129 (   5200B)  a3 OUT* 1048576 pre=5036428e post=c3783ddf | a4 in 1048576 pre=534ab680 | a5 in 536870912 pre=836fd8e4
op@1823   elf= 130 (   8192B)  a3 OUT* 1048576 pre=0855db83 post=026eb036 | a4 in 1048576 pre=1d2faa9e | a5 in 536870912 pre=836fd8e4
op@1836   elf= 131 (   5200B)  a3 OUT* 1048576 pre=c3783ddf post=2c120f6b | a4 in 1048576 pre=99ffd61e | a5 in 536870912 pre=836fd8e4
op@1849   elf= 132 (   8192B)  a3 OUT* 1048576 pre=026eb036 post=1163716d | a4 in 1048576 pre=726d1bb1 | a5 in 536870912 pre=836fd8e4
op@1862   elf= 133 (   5200B)  a3 OUT* 1048576 pre=2c120f6b post=eaf1bdb6 | a4 in 1048576 pre=49d4b6ae | a5 in 536870912 pre=836fd8e4
op@1875   elf= 134 (   8192B)  a3 OUT* 1048576 pre=1163716d post=99815ca5 | a4 in 1048576 pre=21d02e73 | a5 in 536870912 pre=836fd8e4
op@1888   elf= 135 (   5200B)  a3 OUT* 1048576 pre=eaf1bdb6 post=a42b7fac | a4 in 1048576 pre=526cc7b3 | a5 in 536870912 pre=836fd8e4
op@1901   elf= 136 (   8192B)  a3 OUT* 1048576 pre=99815ca5 post=28d5dbf6 | a4 in 1048576 pre=755f5add | a5 in 536870912 pre=836fd8e4
